time,datetime,Blue,Green,Red,NIR,visnirAlbedo,std3,std5,std9,std15,satellite
1212420238066,2008-06-02 15:23:58.066,0.8804846405982971,0.8668218851089478,0.8672916293144226,0.7656322717666626,0.6414657525360585,0.010597803013173342,0.012683279791688738,0.017868077530277773,0.020568479072905585,Landsat
1212592295413,2008-06-04 15:11:35.413,0.8518542051315308,0.8550469279289246,0.8426658511161804,0.7434045672416687,0.6546718083322047,0.020014495054037768,0.024220721726776907,0.025966903085448363,0.024563861782999467,Landsat
1213369519626,2008-06-13 15:05:19.626,0.6514411568641663,0.6862627267837524,0.677287757396698,0.434213250875473,0.3068526846736672,0.020331441794714526,0.029120980508458745,0.036668918181479986,0.044894728211773836,Landsat
1213458490893,2008-06-14 15:48:10.893,0.6485326886177063,0.6687642335891724,0.6538582444190979,0.48675447702407837,0.4287047246575352,0.007236676982769475,0.012878814160951683,0.021491905053200474,0.02790760206679188,Landsat
1213802629122,2008-06-18 15:23:49.122,0.6208111643791199,0.6423227787017822,0.6436169147491455,0.4571397304534912,0.34383551099896414,0.015096056113311329,0.015610494926670318,0.0236021659662036,0.038255918198649035,Landsat
1213974686272,2008-06-20 15:11:26.272,0.6110556125640869,0.6491194367408752,0.6313623785972595,0.47603991627693176,0.4251184753149746,0.01994042483971671,0.019233965978837596,0.016504448799703617,0.028716208032313957,Landsat
1214840880725,2008-06-30 15:48:00.725,0.5923322439193726,0.6104856729507446,0.5963494181632996,0.42363178730010986,0.3822284514665605,0.009271452078283712,0.011553079477347426,0.014566801737511015,0.02003800949305565,Landsat
1214923990444,2008-07-01 14:53:10.444,0.5633382201194763,0.592301607131958,0.5857579708099365,0.4235985279083252,0.3582864048063754,0.0072334108880262385,0.010414102433993126,0.012574284371169538,0.02360838280526019,Landsat
1215529132430,2008-07-08 14:58:52.430,0.5427061319351196,0.5744752287864685,0.5611029863357544,0.3598436117172241,0.30549007947444895,0.022445089034941357,0.024308918147198537,0.02637033602412035,0.029857448205433595,Landsat
1215529156301,2008-07-08 14:59:16.301,0.5457963943481445,0.5661582350730896,0.5540420413017273,0.34823065996170044,0.29963664819598224,0.0196730282066497,0.029871614106784267,0.02882389294787234,0.032529526000820666,Landsat
1216911521033,2008-07-24 14:58:41.033,0.6074805855751038,0.6460490226745605,0.640961766242981,0.48106443881988525,0.3856810770094393,0.026294459167308305,0.027237471336236333,0.029363536203242384,0.04228884424238894,Landsat
1216911544903,2008-07-24 14:59:04.903,0.6363837122917175,0.6778563261032104,0.6684470176696777,0.49750229716300964,0.3990870324224234,0.014281701219600615,0.014834108256704087,0.02506373280049137,0.04222730975332455,Landsat
1244387531400,2009-06-07 15:12:11.400,0.9568626880645752,0.9539565443992615,0.958267092704773,0.8758723139762878,0.7082035406410696,0.02306081445119238,0.02691818366760648,0.027527828762919388,0.02932198210088139,Landsat
1244992701581,2009-06-14 15:18:21.581,0.9269295334815979,0.9222983121871948,0.8956813812255859,0.747563898563385,0.670363874399662,0.01497395350558834,0.017555049563785265,0.021592338652585925,0.024736650138570716,Landsat
1245597871512,2009-06-21 15:24:31.512,0.8828780651092529,0.8617839813232422,0.8621855974197388,0.8095552325248718,0.7135753405153751,0.029425309601658064,0.02774918052555734,0.02347603397394423,0.02786613153153585,Landsat
1245941987628,2009-06-25 14:59:47.628,0.9118417501449585,0.9025641083717346,0.9124584197998047,0.7592767477035522,0.565895422363281,0.030838227439497077,0.030738832129797628,0.02446102895737261,0.02297984562838451,Landsat
1245942011501,2009-06-25 15:00:11.501,0.9091756343841553,0.9024448394775391,0.9087820649147034,0.7569807767868042,0.5743169687867165,0.020235432563782057,0.02430594295733075,0.021038173232885884,0.022216872461833886,Landsat
1246030959293,2009-06-26 15:42:39.293,0.9141746163368225,0.9254879951477051,0.8905461430549622,0.7364833354949951,0.6714274421393873,0.013335594205529353,0.024729831303017768,0.02891270395330518,0.025917647313995977,Landsat
1246719238913,2009-07-04 14:53:58.913,0.8409170508384705,0.8413939476013184,0.8349338173866272,0.7089649438858032,0.595806135982275,0.003814416911623591,0.01362131100795054,0.018938485112569327,0.02255390836834835,Landsat
1246980268455,2009-07-07 15:24:28.455,0.8460372090339661,0.8330471515655518,0.7549291253089905,0.498666912317276,0.58952550072968,0.03927809171148496,0.06343133685158324,0.05548045599821889,0.04875688172797804,Landsat
1247152326340,2009-07-09 15:12:06.340,0.790806233882904,0.7865137457847595,0.7283775806427002,0.41810813546180725,0.4274332544714212,0.04947537884771926,0.0482497751640169,0.044510825967498,0.043639567376372694,Landsat
1247238260332,2009-07-10 15:04:20.332,0.7030365467071533,0.7234954237937927,0.6643913388252258,0.42789098620414734,0.4729354756861922,0.006238105279080006,0.01791378026695505,0.024886287894227175,0.022232363847051784,Landsat
1247324384187,2009-07-11 14:59:44.187,0.7431191205978394,0.7613838911056519,0.7198285460472107,0.42459678649902344,0.3742335906863209,0.020921248232137035,0.03419535760372902,0.033297748253789165,0.03186920774734522,Landsat
1247324408058,2009-07-11 15:00:08.058,0.6633477807044983,0.6870079636573792,0.6501526832580566,0.39118868112564087,0.360974842107296,0.013849136785347159,0.02297446926409441,0.027486035596580683,0.028279821846672624,Landsat
1247327233196,2009-07-11 15:47:13.196,0.7095503211021423,0.7488338947296143,0.6805264949798584,0.42789098620414734,0.4739813362687827,0.029274612405327787,0.028309316437377944,0.02894324053569581,0.02986837273498525,Landsat
