time,datetime,Blue,Green,Red,NIR,visnirAlbedo,std3,std5,std9,std15,satellite
1342793674730,2012-07-20 14:14:34.730,0.6338993906974792,0.6255695819854736,0.6137099862098694,0.4619978666305542,0.4374585464417934,0.09663823782745934,0.08349008759764934,0.07858872072417852,0.08283873787605615,Landsat
1344953321042,2012-08-14 14:08:41.042,0.5468870997428894,0.5416842103004456,0.5413789749145508,0.4391712248325348,0.42194640544950957,0.02150588990315748,0.027063070442559296,0.027989662878117844,0.029146169810725826,Landsat
1345558495942,2012-08-21 14:14:55.942,0.46702486276626587,0.4667120575904846,0.4757296144962311,0.3943830728530884,0.3757634364545346,0.03436705708272642,0.03652485297282201,0.03531522958283182,0.036413402951323254,Landsat
1376576472095,2013-08-15 14:21:12.095,0.850399911403656,0.8311095237731934,0.8145387172698975,0.6789175868034363,0.6155063729882241,0.06541612994715101,0.049730013740159174,0.043714330408384405,0.042456504281308274,Landsat
1376748532061,2013-08-17 14:08:52.061,0.7705073952674866,0.7487146854400635,0.7509609460830688,0.6223833560943604,0.5278952596127987,0.038192165228926524,0.04136961482519104,0.04297385490078899,0.042951821753870495,Landsat
1377353707529,2013-08-24 14:15:07.529,0.7046725749969482,0.6927613019943237,0.6943274140357971,0.5856810212135315,0.5130489982545375,0.017965055691932342,0.03529066654996565,0.03687242379866542,0.04098809934328258,Landsat
1407075583851,2014-08-03 14:19:43.851,0.7294725179672241,0.6889374852180481,0.68316251039505,0.5405750274658203,0.5030225340485571,0.013621346538346511,0.01871880099911192,0.031882458310229775,0.03233321648314069,Landsat
1407680757629,2014-08-10 14:25:57.629,0.6270624995231628,0.5996174812316895,0.5885624885559082,0.4492749869823456,0.45124101558625707,0.01335732626056067,0.021696189635333277,0.039289216362406676,0.04416235415403014,Landsat
1408457988683,2014-08-19 14:19:48.683,0.5322974920272827,0.5161275267601013,0.5057600140571594,0.36781999468803406,0.38759129742681964,0.014872228152742778,0.022534865128544548,0.03738754848848909,0.04140483120828725,Landsat
1409063159653,2014-08-26 14:25:59.653,0.5429400205612183,0.5192074775695801,0.5158525109291077,0.42917248606681824,0.45122983264029026,0.03925844255762561,0.04045707127062048,0.04903866413851054,0.0507196027664455,Landsat
