time,datetime,Blue,Green,Red,NIR,visnirAlbedo,std3,std5,std9,std15,satellite
1464531192374,2016-05-29 14:13:12.374,0.8391425013542175,0.7534250020980835,0.7038699984550476,0.5125799775123596,0.6180904927015305,0.027787797878194312,0.034258986939085107,0.033053651349738075,0.030456136475268427,Landsat
1465136364889,2016-06-05 14:19:24.889,0.8836374878883362,0.8641124963760376,0.8646900057792664,0.7081325054168701,0.5664493606746199,0.013351413375606812,0.018866877242249405,0.02052761248914787,0.021532631660840497,Landsat
1465741536596,2016-06-12 14:25:36.596,0.9183974862098694,0.9214224815368652,0.9174075126647949,0.7117350101470947,0.5277999727189544,0.061974039755514326,0.06658007825780929,0.059357849574543466,0.0549801583362132,Landsat
1465913595078,2016-06-14 14:13:15.078,0.7021650075912476,0.6549749970436096,0.6519225239753723,0.47388750314712524,0.4292842358171941,0.028016777654374447,0.0258250866998744,0.027923789057668975,0.03155906776201558,Landsat
1465913618965,2016-06-14 14:13:38.965,0.6994699835777283,0.6610249876976013,0.6529399752616882,0.4733099937438965,0.43617746074795727,0.029778185819804178,0.027515861434886598,0.03019663750092434,0.034818195325331196,Landsat
1466518769344,2016-06-21 14:19:29.344,0.4619799852371216,0.44902750849723816,0.4382475018501282,0.3241499960422516,0.3756057678788899,0.01112195448121861,0.016069420538134337,0.022566025328647227,0.026529345044578476,Landsat
1467296003842,2016-06-30 14:13:23.842,0.34389498829841614,0.3389450013637543,0.3364974856376648,0.27929750084877014,0.35720247367024427,0.03816872698587102,0.03457939865701069,0.04676702854474408,0.05194180454320356,Landsat
1467296027725,2016-06-30 14:13:47.725,0.3371574878692627,0.32370999455451965,0.33132749795913696,0.268655002117157,0.3219419235169888,0.044348099792642925,0.042602597665190166,0.05796891642400964,0.06480283318744429,Landsat
1468506351909,2016-07-14 14:25:51.909,0.146527498960495,0.1639074981212616,0.18929000198841095,0.15738999843597412,0.19296780533492575,0.03094070540490793,0.03708221808238893,0.056317760779902526,0.0632766230100791,Landsat
1469888755863,2016-07-30 14:25:55.863,0.006304999813437462,0.04425499960780144,0.07073750346899033,0.06661249697208405,0.1345106886582449,0.025837396592489213,0.027947152168845774,0.04474290497625784,0.050769559972958005,Landsat
1471443218455,2016-08-17 14:13:38.455,0.19924500584602356,0.23045749962329865,0.23089750111103058,0.1836249977350235,0.26412213334590207,0.02428882119764549,0.02892988520599923,0.04124892463105624,0.0499007081160492,Landsat
1471443242333,2016-08-17 14:14:02.333,0.1467750072479248,0.1627800017595291,0.18783250451087952,0.14949749410152435,0.18501562392264603,0.031624867798835624,0.03831682152902087,0.056499231425665646,0.06856934436588605,Landsat
1472048392499,2016-08-24 14:19:52.499,0.11492999643087387,0.1574449986219406,0.1755950003862381,0.1479025036096573,0.19208928640410303,0.022777471864296024,0.023188541557766628,0.0412716704045296,0.05500923211134406,Landsat
1472653565960,2016-08-31 14:26:05.960,0.1524125039577484,0.18664999306201935,0.21937499940395355,0.16478750109672546,0.14471523621678345,0.03156840988848902,0.032714578128977136,0.054134048327158096,0.06820349446545698,Landsat
1472825624960,2016-09-02 14:13:44.960,0.27049750089645386,0.28793248534202576,0.284357488155365,0.23579250276088715,0.3207520126178861,0.021177983438360776,0.02360796778893978,0.033604155315845693,0.04420402037781632,Landsat
1473430797357,2016-09-09 14:19:57.357,0.2307325005531311,0.2475074976682663,0.2778399884700775,0.2169550061225891,0.19551426915526407,0.02762435591194363,0.032107725743307544,0.05170369811885213,0.06861149720643507,Landsat
1474035969038,2016-09-16 14:26:09.038,0.23089750111103058,0.2636775076389313,0.2779499888420105,0.2311449944972992,0.2520385168924928,0.032003783013681494,0.030144358193393787,0.04183654603436983,0.05298508679396082,Landsat
1474813198190,2016-09-25 14:19:58.190,0.6773599982261658,0.6131200194358826,0.5866649746894836,0.4681124985218048,0.5558763442307714,0.008143535724326016,0.006738020476686831,0.011884430377109971,0.01938092161096085,Landsat
1475418370092,2016-10-02 14:26:10.092,0.9285724759101868,0.8874874711036682,0.8736550211906433,0.6837124824523926,0.5865181687772272,0.01870433429832337,0.017306387527695147,0.017907702409830115,0.020150114362901726,Landsat
1475590429389,2016-10-04 14:13:49.389,0.7776250243186951,0.7188025116920471,0.6947399973869324,0.46591249108314514,0.4593502325683835,0.013252812613401355,0.017729332052258198,0.021166571268883844,0.02774957378164863,Landsat
1475590453271,2016-10-04 14:14:13.271,0.760574996471405,0.705079972743988,0.6828050017356873,0.4607974886894226,0.4530097953677177,0.013177003055774903,0.01763979607621799,0.021212474841212574,0.027933912127462598,Landsat
1499696372385,2017-07-10 14:19:32.385,0.7263649702072144,0.6766725182533264,0.6557999849319458,0.48210999369621277,0.49465711797773826,0.01922690760911621,0.020069553621695647,0.028497177943254477,0.03234550585239758,Landsat
1500301545744,2017-07-17 14:25:45.744,0.9160875082015991,0.8431574702262878,0.8484650254249573,0.7196549773216248,0.6230311372935775,0.011572874690448995,0.01819824199444425,0.025686039281925047,0.02884813761476527,Landsat
1501683953438,2017-08-02 14:25:53.438,0.37873750925064087,0.36625251173973083,0.3509899973869324,0.2663725018501282,0.37328457765579215,0.025237589271474185,0.02414437564014624,0.032767844874559186,0.03989657433284464,Landsat
1504448761512,2017-09-03 14:26:01.512,0.20570750534534454,0.24428999423980713,0.2133525013923645,0.10822000354528427,0.2611690321050585,0.022860049354109173,0.023555351665633835,0.03103906854742999,0.037787199586541975,Landsat
