time,datetime,Blue,Green,Red,NIR,visnirAlbedo,std3,std5,std9,std15,satellite,Albedo_theta<70d,Year,MonthOfYear,DayOfMonth,HourOfDay(UTC),CloudCover,Station
1172758213793,2007-03-01 14:10:13.793,0.8005920648574829,0.7644245624542236,0.7438125014305115,0.6680033802986145,0.6794154372513292,0.0346442662752065,0.0475689774467967,0.0560159963672267,0.0659121645404306,Landsat,,,,,,,
1174140616087,2007-03-17 14:10:16.087,0.9734047651290894,0.9508562684059144,0.9737603664398192,0.931807577610016,0.7341753021061419,0.0239596666854413,0.0273054140708065,0.0288773327689845,0.0317581340121473,Landsat,,,,,,,
1174745787280,2007-03-24 14:16:27.280,0.9613769054412842,0.9718127250671388,0.9810839295387268,0.920560657978058,0.7282983575522897,0.0281366020908507,0.0296817651151623,0.0339768084826891,0.0424757639119046,Landsat,,,,,,,
1187964582541,2007-08-24 14:09:42.541,0.2652788162231445,0.2561640441417694,0.2813199162483215,0.1844178289175033,0.1833658870711923,0.0178977725492097,0.0201934771466189,0.0217809485813213,0.0222765450012021,Landsat,,,,,,,
1191506592208,2007-10-04 14:03:12.208,0.6344144344329834,0.6269408464431763,0.6206834316253662,0.5235899090766907,0.5014195393502713,0.028877994114431,0.0290035583726499,0.0356671692669056,0.0550609236154263,Landsat,0.374,2007.0,10.0,4.0,15.0,0.0,QAS_L
1191506616085,2007-10-04 14:03:36.085,0.6285065412521362,0.6209192276000977,0.6159566640853882,0.5256196856498718,0.503983101552725,0.0287311204820736,0.0280170573448045,0.0340314985758829,0.0491738219297309,Landsat,0.374,2007.0,10.0,4.0,15.0,0.0,QAS_L
1192111768219,2007-10-11 14:09:28.219,0.3731958270072937,0.359097957611084,0.3492743074893951,0.1768976747989654,0.2326323363810778,0.0337119655944421,0.0362969484976918,0.0402039681005754,0.0393995930238824,Landsat,,,,,,,
1193494180287,2007-10-27 14:09:40.287,0.5065621137619019,0.4864760935306549,0.4381489753723144,0.2507681846618652,0.3927976691007615,0.0410769969097119,0.0394240910177641,0.0462062994029892,0.0484888900181314,Landsat,,,,,,,
1213624996996,2008-06-16 14:03:16.996,0.3660760819911957,0.3660735189914703,0.3719160556793213,0.2648434937000274,0.2805867056012152,0.0179180734044878,0.0228907855626349,0.024118217012636,0.0331461372755514,Landsat,0.189,2008.0,6.0,16.0,14.0,0.25,QAS_L
1213625020872,2008-06-16 14:03:40.872,0.3654398620128631,0.3662225604057312,0.3689983189105987,0.2686701118946075,0.2969916781425475,0.0198385876054018,0.0237865978566925,0.0240330667586776,0.0331489283250766,Landsat,0.189,2008.0,6.0,16.0,14.0,0.25,QAS_L
1216994941385,2008-07-25 14:09:01.385,0.274489015340805,0.2678793668746948,0.2953543066978454,0.1975614428520202,0.1822265308469533,0.0126788131844387,0.0156838777078527,0.0194109970208459,0.0226514952182625,Landsat,0.724,2008.0,7.0,25.0,14.0,0.48,QAS_L
1217600109845,2008-08-01 14:15:09.845,0.253008633852005,0.2461478859186172,0.2607206106185913,0.1578643769025802,0.1920763396129012,0.0156188600006177,0.018408604489804,0.0191484244899586,0.0311612777624672,Landsat,,,,,,,
1217772167498,2008-08-03 14:02:47.498,0.2604919075965881,0.2503212690353393,0.2697656452655792,0.1551358252763748,0.1690608091935515,0.0175268295652665,0.0169428388856595,0.0178432629236492,0.0281782190926588,Landsat,,,,,,,
1218377335644,2008-08-10 14:08:55.644,0.2924549877643585,0.2920850813388824,0.3094761967658996,0.2272760272026062,0.2395441829949617,0.0190419613692837,0.0158399697717119,0.0211679918877275,0.0219419648426836,Landsat,0.247,2008.0,8.0,10.0,14.0,0.1,QAS_L
1219759728723,2008-08-26 14:08:48.723,0.2690052986145019,0.2728278338909149,0.2873888313770294,0.1932689696550369,0.2135034350201486,0.0171739145731891,0.0175150733164436,0.0213480687372154,0.0233041601832625,Landsat,0.248,2008.0,8.0,26.0,14.0,0.09,QAS_L
1221919344742,2008-09-20 14:02:24.742,0.4424844980239868,0.404349535703659,0.3898310363292694,0.3033426702022552,0.4143301490098238,0.0216032490567683,0.0223649929867319,0.0258019790178146,0.0414826739316889,Landsat,0.485,2008.0,9.0,20.0,14.0,0.38,QAS_L
1223906902829,2008-10-13 14:08:22.829,0.3667426109313965,0.3533744513988495,0.3307757973670959,0.2077768743038177,0.3289204976826906,0.0299505775812079,0.0306293330217873,0.0327037205759827,0.0351941758720458,Landsat,,,,,,,
1238336170429,2009-03-29 14:16:10.429,0.9481372833251952,0.9443278908729552,0.9679831862449646,0.9166009426116944,0.6998118470430374,0.0226188454681271,0.0217907812823164,0.0235298781108313,0.0488356608701422,Landsat,0.723,2009.0,3.0,29.0,14.0,0.0,QAS_L
1248790199638,2009-07-28 14:09:59.638,0.270883709192276,0.2651964724063873,0.266118437051773,0.1773968040943145,0.2565732161462306,0.0198410218076909,0.0185279859682885,0.0192808308439394,0.0289361759721505,Landsat,,,,,,,
1249395367865,2009-08-04 14:16:07.865,0.2592194676399231,0.2509174942970276,0.2652722895145416,0.1765649318695068,0.2168975974142551,0.0198726959534297,0.0184858026507092,0.0163972000917689,0.0252716277015155,Landsat,,,,,,,
1249567425465,2009-08-06 14:03:45.465,0.2512817084789276,0.2410503625869751,0.256752461194992,0.148880124092102,0.1815901133447885,0.0181024967341637,0.0181437847339247,0.0214150691800264,0.0304558352721802,Landsat,,,,,,,
1249567449338,2009-08-06 14:04:09.338,0.2531298100948334,0.2465652227401733,0.2587657272815704,0.1537382751703262,0.1947634625092149,0.0233309230154536,0.0235079531495471,0.0220388788189343,0.0316108393228656,Landsat,,,,,,,
1252937393645,2009-09-14 14:09:53.645,0.4304869771003723,0.4129646420478821,0.4122685492038727,0.3148225545883178,0.3547615169942378,0.0249861536927969,0.0279207637100394,0.0476295198332485,0.0674485597033343,Landsat,0.572,2009.0,9.0,14.0,14.0,0.0,QAS_L
