time,datetime,Blue,Green,Red,NIR,visnirAlbedo,std3,std5,std9,std15,satellite,Albedo_theta<70d,Year,MonthOfYear,DayOfMonth,HourOfDay(UTC),CloudCover,Station
1172758213793,2007-03-01 14:10:13.793,0.8194972276687622,0.7868714928627014,0.780430257320404,0.707633912563324,0.6614572450101377,0.0429767189588608,0.0561491329087527,0.0585007382387201,0.0575609684179082,Landsat,,,,,,,
1174140616087,2007-03-17 14:10:16.087,0.9542571902275084,0.9371734857559204,0.9514979124069214,0.9079827070236206,0.7392981576144695,0.0145382136786052,0.0157391732720039,0.0221418240331239,0.0424324107507316,Landsat,,,,,,,
1174745787280,2007-03-24 14:16:27.280,0.9389573335647584,0.9362791776657104,0.94779235124588,0.8766043782234192,0.6948787981808187,0.0255732038977121,0.02363752214503,0.030338173667538,0.0586602577896935,Landsat,,,,,,,
1187964582541,2007-08-24 14:09:42.541,0.2480702549219131,0.2461180686950683,0.266672819852829,0.1823547780513763,0.1999445353940129,0.0109411225585515,0.0118623043813247,0.02419629224536,0.0417932348435598,Landsat,,,,,,,
1191506592208,2007-10-04 14:03:12.208,0.6172058582305908,0.6104260683059692,0.6119301915168762,0.516169548034668,0.4731764457225801,0.0143485506197492,0.0323277068298609,0.0949956529753092,0.1540352689203061,Landsat,0.374,2007.0,10.0,4.0,15.0,0.0,QAS_L
1191506616085,2007-10-04 14:03:36.085,0.6041176319122314,0.5959682464599609,0.5966411828994751,0.5098806023597717,0.4794893966376782,0.0128018726652247,0.022391878251205,0.0919544549013127,0.1364120893215896,Landsat,0.374,2007.0,10.0,4.0,15.0,0.0,QAS_L
1192111768219,2007-10-11 14:09:28.219,0.3645612597465515,0.3530763387680053,0.3390038311481476,0.1716735064983368,0.2439711886852979,0.0303699291501554,0.0293672367935832,0.0411322983607694,0.0637629907475355,Landsat,,,,,,,
1192889004439,2007-10-20 14:03:24.439,0.3555025160312652,0.3359654247760772,0.3098555207252502,0.1374668031930923,0.2609944466546178,0.0316503312640095,0.0330507015261578,0.0385614555296444,0.0955236927724917,Landsat,,,,,,,
1192889028317,2007-10-20 14:03:48.317,0.3577141761779785,0.3357567489147186,0.3103223443031311,0.1415263563394546,0.2662371290668844,0.03185475130252,0.0334264654272432,0.0383888443575874,0.0998294130642904,Landsat,,,,,,,
1193494180287,2007-10-27 14:09:40.287,0.4945343136787414,0.4748502075672149,0.4267697632312774,0.23865607380867,0.3831988725334405,0.0355310894905177,0.0346634004429881,0.045744944461208,0.0783990333141732,Landsat,,,,,,,
1213624996996,2008-06-16 14:03:16.996,0.3625313639640808,0.3586806356906891,0.3717118203639984,0.2743934392929077,0.2752521876037119,0.0146770788863161,0.0215270727749435,0.04358918306876,0.0635693630159981,Landsat,0.189,2008.0,6.0,16.0,14.0,0.25,QAS_L
1213625020872,2008-06-16 14:03:40.872,0.3821333646774292,0.3766262531280517,0.3829743266105652,0.2766894102096557,0.2918067346096038,0.0102655190736301,0.0182601527640512,0.0449387939577238,0.0640211904727075,Landsat,0.189,2008.0,6.0,16.0,14.0,0.25,QAS_L
1214835329607,2008-06-30 14:15:29.607,0.3363852798938751,0.333670049905777,0.3549347519874573,0.2657086551189422,0.2494907574176788,0.0154327749450883,0.0236180284460591,0.0349987896623081,0.054774581465336,Landsat,,,,,,,
1216994941385,2008-07-25 14:09:01.385,0.2816693484783172,0.2782234251499176,0.2972508370876312,0.2002234458923339,0.2079603310018777,0.0106570468568333,0.0128643704474717,0.0263564924542368,0.0375616105399558,Landsat,0.724,2008.0,7.0,25.0,14.0,0.48,QAS_L
1217772167498,2008-08-03 14:02:47.498,0.271156370639801,0.2642723619937897,0.2773517966270447,0.1677470505237579,0.1980728944331408,0.005957402972897,0.0115482836860201,0.0362942337182715,0.0422437729019815,Landsat,,,,,,,
1218377335644,2008-08-10 14:08:55.644,0.2957270443439483,0.2889550328254699,0.3083966374397278,0.2231166511774063,0.233283924229443,0.0086475238408712,0.0103933196111779,0.0244660538102759,0.0382175496535399,Landsat,0.247,2008.0,8.0,10.0,14.0,0.1,QAS_L
1219759728723,2008-08-26 14:08:48.723,0.2869712710380554,0.2825160920619964,0.2994683384895324,0.2057803720235824,0.2213136824920774,0.0110111362740286,0.0125725339098203,0.0216117124219221,0.0384852983547319,Landsat,0.248,2008.0,8.0,26.0,14.0,0.09,QAS_L
1221919344742,2008-09-20 14:02:24.742,0.450664609670639,0.4136502742767334,0.4029609262943268,0.3166526854038238,0.410578869652748,0.0139931186607551,0.028627249843559,0.0362392313589827,0.0902054065227011,Landsat,0.485,2008.0,9.0,20.0,14.0,0.38,QAS_L
1223906902829,2008-10-13 14:08:22.829,0.3652883768081665,0.3507809937000274,0.3365820944309234,0.2073110193014145,0.2990000115171073,0.0155512262326724,0.0197811897756957,0.0309410769759765,0.0629885742342119,Landsat,,,,,,,
1238336170429,2009-03-29 14:16:10.429,0.9585593342781068,0.9606935977935792,0.9780202507972716,0.9399266839027404,0.7398961752057074,0.0101034944388418,0.0212132763650832,0.0425287631374234,0.0663605550337664,Landsat,0.723,2009.0,3.0,29.0,14.0,0.0,QAS_L
1248790199638,2009-07-28 14:09:59.638,0.2854564487934112,0.2772099077701568,0.2918530106544494,0.1942339539527893,0.2208497093111277,0.0092237481207215,0.0129632608072988,0.0324150161912578,0.0404059291544851,Landsat,,,,,,,
1249395367865,2009-08-04 14:16:07.865,0.2676419615745544,0.2598008513450622,0.2755135893821716,0.1840517967939376,0.2152046226993203,0.0047036414839872,0.0092256929056651,0.0293899270401249,0.0362012196998963,Landsat,,,,,,,
1249567425465,2009-08-06 14:03:45.465,0.2594012320041656,0.2502318620681762,0.2647179365158081,0.1662496775388717,0.2030159525915981,0.0080131101157575,0.0151424860004401,0.0297974314846965,0.0360584491240832,Landsat,,,,,,,
1249567449338,2009-08-06 14:04:09.338,0.2620976567268371,0.2532426714897156,0.2674606144428253,0.1713740229606628,0.2087609490513801,0.0051834341917896,0.0115165567593008,0.0322642887464359,0.0399107059784006,Landsat,,,,,,,
1250949823759,2009-08-22 14:03:43.759,0.2475855052471161,0.2436438351869583,0.2566649317741394,0.1597610563039779,0.2002639538154006,0.0094524992297757,0.0127307687773396,0.0246122798980209,0.0319994450115729,Landsat,,,,,,,
1252937393645,2009-09-14 14:09:53.645,0.4316382706165313,0.4207748472690582,0.4237061142921448,0.3152551352977752,0.3302870272874834,0.0442954185731028,0.0624637925224283,0.1110770303385831,0.1594912164983072,Landsat,0.572,2009.0,9.0,14.0,14.0,0.0,QAS_L
1253542563684,2009-09-21 14:16:03.684,0.21186563372612,0.1851566135883331,0.1745302677154541,0.0706173256039619,0.2270193963907659,0.0101135537149566,0.0142471423068401,0.0348035004486634,0.0724597292739445,Landsat,0.228,2009.0,9.0,21.0,14.0,0.12,QAS_L
1255097015393,2009-10-09 14:03:35.393,0.385405421257019,0.3693526089191437,0.3507915437221527,0.2117033302783966,0.3090794124215842,0.0171668909808061,0.0164723576118994,0.0333278756115944,0.063340267954124,Landsat,0.241,2009.0,10.0,9.0,14.0,0.0,QAS_L
1255097039272,2009-10-09 14:03:59.272,0.3898893296718597,0.3765368163585663,0.3563061058521271,0.2199887931346893,0.3195991687357425,0.0167323358591382,0.0166292595174402,0.0316617646425857,0.0557518943319184,Landsat,0.241,2009.0,10.0,9.0,14.0,0.0,QAS_L
1256479456050,2009-10-25 14:04:16.050,0.7523899674415588,0.7365521788597107,0.7405737638473511,0.6686023473739624,0.5909308407366277,0.0275219783358982,0.0610942752691457,0.0944286428711807,0.1420199955575273,Landsat,,,,,,,
1270131487264,2010-04-01 14:18:07.264,0.93701833486557,0.9406612515449524,0.9597843289375304,0.9079161286354064,0.7017050937414167,0.0,0.0228896940486816,0.0214717298710454,0.122640332981945,Landsat,0.795,2010.0,4.0,1.0,14.0,0.0,QAS_L
1278425887530,2010-07-06 14:18:07.530,0.1755701303482055,0.1742759644985199,0.177097886800766,0.0741112008690834,0.1685118313215672,0.0221499664491305,0.024097845273203,0.0254240122356627,0.0319525696557021,Landsat,0.154,2010.0,7.0,6.0,14.0,0.19,QAS_L
1281190687503,2010-08-07 14:18:07.503,0.1962325125932693,0.1903435587882995,0.1862596273422241,0.083993874490261,0.2004088629506528,0.0272260119964365,0.0305081253057569,0.0299537227598813,0.0390027846607183,Landsat,,,,,,,
1281967917775,2010-08-16 14:11:57.775,0.1982320994138717,0.1904926151037216,0.1918908804655075,0.0875542983412742,0.1858346875123679,0.0222525362993362,0.0223660366882144,0.0282991939680681,0.0503783984673085,Landsat,,,,,,,
1282573090112,2010-08-23 14:18:10.112,0.5057138204574585,0.4800967574119568,0.4804563522338867,0.4215022027492523,0.4572607135564087,0.0177585291277204,0.0244730051614789,0.0395886834628104,0.0414023589183337,Landsat,,,,,,,
1283955492119,2010-09-08 14:18:12.119,0.1539685428142547,0.1524252444505691,0.1523553729057312,0.047690849751234,0.1589356724966317,0.0092668554013096,0.0155484815567483,0.02407556549166,0.045849395346411,Landsat,,,,,,,
