time,datetime,Blue,Green,Red,NIR,visnirAlbedo,std3,std5,std9,std15,satellite,Albedo_theta<70d,Year,MonthOfYear,DayOfMonth,HourOfDay(UTC),CloudCover,Station
1172758213793,2007-03-01 14:10:13.793,0.8071361780166626,0.7643947005271912,0.7576134204864502,0.6952556371688843,0.6703102476358411,0.0336782430208315,0.0349957473148927,0.034792312470136,0.0417002351347928,Landsat,,,,,,,
1174140616087,2007-03-17 14:10:16.087,0.9872806668281556,0.9676393270492554,0.9837974309921264,0.9523715376853944,0.7740523344993591,0.0200034061291766,0.0212783257231258,0.0249653285959412,0.0244182980748883,Landsat,,,,,,,
1174745787280,2007-03-24 14:16:27.280,0.9696782231330872,0.9819481372833252,0.9856355786323548,0.9299108982086182,0.7537534841954705,0.0261366664455487,0.0243533375774116,0.0273707377752548,0.0273605432804695,Landsat,,,,,,,
1187964582541,2007-08-24 14:09:42.541,0.2608251869678497,0.2561640441417694,0.2854631245136261,0.1909064501523971,0.1731477188512682,0.0219781336660593,0.0209245393031311,0.0204795564533084,0.019614776889861,Landsat,,,,,,,
1191506592208,2007-10-04 14:03:12.208,0.6344144344329834,0.6269408464431763,0.6267523169517517,0.5298455953598022,0.4870522563099865,0.025594761074831,0.0271913738125287,0.0291908503216854,0.0286343874102378,Landsat,0.374,2007.0,10.0,4.0,15.0,0.0,QAS_L
1191506616085,2007-10-04 14:03:36.085,0.6285368204116821,0.6209490299224854,0.6219964027404785,0.5319086313247681,0.4898661832094191,0.0252995641590733,0.0270753526690536,0.0275416556899058,0.0271099553459937,Landsat,0.374,2007.0,10.0,4.0,15.0,0.0,QAS_L
1192111768219,2007-10-11 14:09:28.219,0.3445351123809814,0.3511983156204223,0.3493034839630127,0.1699431985616684,0.1819113412752747,0.0250872920322851,0.0276401606113497,0.0317004808246094,0.034986497632242,Landsat,,,,,,,
1193494180287,2007-10-27 14:09:40.287,0.4868086278438568,0.4864760935306549,0.4381489753723144,0.2507681846618652,0.3770679682642222,0.0538505211801975,0.0539697165727395,0.044485859952603,0.0405057921267304,Landsat,,,,,,,
1213624996996,2008-06-16 14:03:16.996,0.3660760819911957,0.3660735189914703,0.3719160556793213,0.2648434937000274,0.2805867056012152,0.021941835334678,0.0207659813988101,0.0201635299401986,0.0221907505527484,Landsat,0.189,2008.0,6.0,16.0,14.0,0.25,QAS_L
1213625020872,2008-06-16 14:03:40.872,0.3654398620128631,0.3662225604057312,0.3689983189105987,0.2686701118946075,0.2969916781425475,0.020987905365524,0.0194914337941082,0.019979389959775,0.0222948262986486,Landsat,0.189,2008.0,6.0,16.0,14.0,0.25,QAS_L
1216994941385,2008-07-25 14:09:01.385,0.274489015340805,0.2678793668746948,0.2953543066978454,0.1975614428520202,0.1822265308469533,0.0163718987189607,0.0179749537429479,0.0157746075574957,0.0172317009034036,Landsat,0.724,2008.0,7.0,25.0,14.0,0.48,QAS_L
1217600109845,2008-08-01 14:15:09.845,0.253008633852005,0.2461478859186172,0.2607206106185913,0.1578643769025802,0.1920763396129012,0.0180596309227685,0.0179633201351839,0.0164347690958146,0.0177743612867942,Landsat,,,,,,,
1217772167498,2008-08-03 14:02:47.498,0.2604919075965881,0.2503212690353393,0.2697656452655792,0.1551358252763748,0.1690608091935515,0.0160503720586689,0.016167627875986,0.0167900668432483,0.0176502562160873,Landsat,,,,,,,
1218377335644,2008-08-10 14:08:55.644,0.2924549877643585,0.2920850813388824,0.3094761967658996,0.2272760272026062,0.2395441829949617,0.0201070394380652,0.0167141931944154,0.0181654215185004,0.0168438774791911,Landsat,0.247,2008.0,8.0,10.0,14.0,0.1,QAS_L
1219759728723,2008-08-26 14:08:48.723,0.2690052986145019,0.2728278338909149,0.2873888313770294,0.1932689696550369,0.2135034350201486,0.0192899729387623,0.0169637814165664,0.0180017597474017,0.0181346990818483,Landsat,0.248,2008.0,8.0,26.0,14.0,0.09,QAS_L
1221919344742,2008-09-20 14:02:24.742,0.4424844980239868,0.404349535703659,0.3898310363292694,0.3033426702022552,0.4143301490098238,0.0133342437566015,0.0147113107028662,0.0197342691837432,0.0213126604731629,Landsat,0.485,2008.0,9.0,20.0,14.0,0.38,QAS_L
1223906902829,2008-10-13 14:08:22.829,0.3667426109313965,0.3533744513988495,0.3307757973670959,0.2077768743038177,0.3289204976826906,0.030557785744461,0.0309817669323428,0.0313099611187071,0.0289784531984242,Landsat,,,,,,,
1238336170429,2009-03-29 14:16:10.429,0.959740936756134,0.9630187749862672,0.9722139239311218,0.934170126914978,0.7601896808922293,0.0206423306005866,0.0200541584157236,0.0210585443906184,0.0214798198904818,Landsat,0.723,2009.0,3.0,29.0,14.0,0.0,QAS_L
1248790199638,2009-07-28 14:09:59.638,0.2748525738716125,0.2565217614173889,0.2698239982128143,0.1945999711751938,0.2501771364882589,0.0199392412416243,0.0210320533785567,0.0208080921191326,0.019038636766231,Landsat,,,,,,,
1249395367865,2009-08-04 14:16:07.865,0.2513422966003418,0.24239182472229,0.2504793107509613,0.1765649318695068,0.2478373769402504,0.0185599512676615,0.0222771010728757,0.0193140736672127,0.01880828207524,Landsat,,,,,,,
1249567425465,2009-08-06 14:03:45.465,0.2472522407770156,0.236698105931282,0.2604871988296509,0.1607260257005691,0.1709589204341173,0.0185073464540267,0.0214686471114193,0.0185607599293241,0.0182993560770094,Landsat,,,,,,,
1249567449338,2009-08-06 14:04:09.338,0.2490397542715072,0.2421533465385437,0.2626463174819946,0.1660167425870895,0.1840024064093829,0.0170329259335945,0.0232513709619002,0.0212903993972365,0.0224559830319679,Landsat,,,,,,,
1252937393645,2009-09-14 14:09:53.645,0.4408181607723236,0.4071516990661621,0.4221888780593872,0.322475790977478,0.3226556372076272,0.0186592135646458,0.0219777092289661,0.0255989632380536,0.0275558509039865,Landsat,0.572,2009.0,9.0,14.0,14.0,0.0,QAS_L
1253542563684,2009-09-21 14:16:03.684,0.1899307817220688,0.1659887880086898,0.1482705175876617,0.0462267510592937,0.2319489135030656,0.0171288441665324,0.0198331398937276,0.0232179104869737,0.0236247486988477,Landsat,0.228,2009.0,9.0,21.0,14.0,0.12,QAS_L
1255097015393,2009-10-09 14:03:35.393,0.3694996237754822,0.36377814412117,0.3346272110939026,0.2038504183292389,0.3344716438800097,0.0322546138167972,0.0283982141492341,0.0295941464516547,0.0279916006579545,Landsat,0.241,2009.0,10.0,9.0,14.0,0.0,QAS_L
1255097039272,2009-10-09 14:03:59.272,0.3738320469856262,0.3683390617370605,0.3381576836109161,0.2101393938064575,0.343675516217947,0.0302224891516985,0.0273243935945854,0.0269049214816904,0.0279679945425159,Landsat,0.241,2009.0,10.0,9.0,14.0,0.0,QAS_L
1256479456050,2009-10-25 14:04:16.050,0.7531473636627197,0.7240617871284485,0.7317913174629211,0.6621137261390686,0.5875685460746285,0.0289173373869693,0.0327974593484273,0.0375185320305903,0.0414865220808782,Landsat,,,,,,,
1278425887530,2010-07-06 14:18:07.530,0.1785392165184021,0.1788965165615081,0.1888564229011535,0.0856243520975112,0.1526801546379924,0.0128594902953193,0.0156119024794899,0.0165425757332573,0.0266908064818131,Landsat,0.154,2010.0,7.0,6.0,14.0,0.19,QAS_L
1281967917775,2010-08-16 14:11:57.775,0.1911123543977737,0.1848883330821991,0.1903444826602935,0.0847591981291771,0.1693922347448765,0.0184081700806042,0.018301216903092,0.0177056404202294,0.0250541284031843,Landsat,,,,,,,
1282573090112,2010-08-23 14:18:10.112,0.4914440512657165,0.4588422179222107,0.4593901932239532,0.4035336971282959,0.4527682947576046,0.0218432526914781,0.0242668591418655,0.0275291596787665,0.030509817287249,Landsat,,,,,,,
1283955492119,2010-09-08 14:18:12.119,0.1500905603170395,0.1537070721387863,0.1540476679801941,0.0516172982752323,0.1578402693014591,0.0089413868176093,0.0152770517396336,0.0163398165195856,0.0170657017822839,Landsat,,,,,,,
1284127550578,2010-09-10 14:05:50.578,0.2023827582597732,0.2003000974655151,0.2029491513967514,0.1053564250469207,0.1943038299039006,0.0178232735764356,0.0191039477939591,0.0229720690641324,0.0204387223469983,Landsat,,,,,,,
1284127574456,2010-09-10 14:06:14.456,0.2035340219736099,0.2009559273719787,0.2041162550449371,0.1084842756390571,0.196670203296095,0.0162604040275563,0.0189076126065196,0.0233984098013844,0.0203518581831618,Landsat,,,,,,,
1300544368631,2011-03-19 14:19:28.631,0.8218907117843628,0.8156381249427795,0.7726398706436157,0.6845077872276306,0.7258249792039394,0.056479663660085,0.0632211886280434,0.0555969810099589,0.0535301825366871,Landsat,0.493,2011.0,3.0,19.0,14.0,0.0,QAS_L
1312985959473,2011-08-10 14:19:19.473,0.4550879299640655,0.4383925795555115,0.4375070929527282,0.2818802893161773,0.2890009776294232,0.0101027590234719,0.0184089572784422,0.0255709517521169,0.0278935144409125,Landsat,0.362,2011.0,8.0,10.0,14.0,0.37,QAS_L
1313158017806,2011-08-12 14:06:57.806,0.4596324563026428,0.460422158241272,0.4526501893997192,0.2791517376899719,0.2808954354643822,0.0170325396381174,0.019732763266882,0.0286238033639119,0.028891535221123,Landsat,0.352,2011.0,8.0,12.0,14.0,0.28,QAS_L
1313158041681,2011-08-12 14:07:21.681,0.4624803364276886,0.4634031653404236,0.4553928971290588,0.2844757437705993,0.2869755791336298,0.0191995000290951,0.0218380245923976,0.0292082807934385,0.0299497563267247,Landsat,0.352,2011.0,8.0,12.0,14.0,0.28,QAS_L
1313763188146,2011-08-19 14:13:08.146,0.3986147940158844,0.3964200913906097,0.3900060951709747,0.216994047164917,0.2385853418081999,0.0159495128623141,0.0255823204156824,0.0341523321453197,0.0308882391147626,Landsat,0.305,2011.0,8.0,19.0,14.0,0.17,QAS_L
1316527980295,2011-09-20 14:13:00.295,0.4951402544975281,0.4765791893005371,0.4662469029426574,0.2851079702377319,0.3022992835938933,0.027890948024776,0.0255837194736869,0.0305367220607011,0.0304038413296041,Landsat,0.35,2011.0,9.0,20.0,14.0,0.0,QAS_L
1317305208265,2011-09-29 14:06:48.265,0.6352021098136902,0.6094423532485962,0.591243326663971,0.4201379120349884,0.4285853194028142,0.0249480182657107,0.0260224134793719,0.035615754625749,0.0369938970234212,Landsat,0.411,2011.0,9.0,29.0,14.0,0.2,QAS_L
1317305232143,2011-09-29 14:07:12.143,0.6276582479476929,0.6032716631889343,0.5862831473350525,0.4260941445827484,0.4359534437686205,0.0291622399291995,0.0271786337564716,0.0351010207888119,0.0378192179777248,Landsat,0.411,2011.0,9.0,29.0,14.0,0.2,QAS_L
1317910377192,2011-10-06 14:12:57.192,0.6772237420082092,0.6961894631385803,0.6970409154891968,0.5860470533370972,0.4891196394026279,0.023598819213974,0.0240948007331363,0.0263564903950468,0.032206595345321,Landsat,0.497,2011.0,10.0,6.0,14.0,0.06,QAS_L
1318515549871,2011-10-13 14:19:09.871,0.8307373523712158,0.8427354097366333,0.8237296342849731,0.731458842754364,0.6654197430193427,0.0304620737005257,0.0317447865581152,0.0399608176748569,0.0401370707163036,Landsat,0.518,2011.0,10.0,13.0,14.0,0.0,QAS_L
1318687609929,2011-10-15 14:06:49.929,0.7081567049026489,0.7267447113990784,0.7310910820960999,0.642414927482605,0.5326576910018924,0.0273965908970397,0.0366719565678938,0.0338144179995081,0.0371856752039034,Landsat,0.538,2011.0,10.0,15.0,14.0,0.0,QAS_L
1318687633805,2011-10-15 14:07:13.805,0.6828588843345642,0.7002137899398804,0.7083034515380859,0.6360926628112793,0.5304498360455037,0.0225481356238187,0.0278887881638748,0.0318668282394074,0.0371316886806123,Landsat,0.538,2011.0,10.0,15.0,14.0,0.0,QAS_L
1319292785036,2011-10-22 14:13:05.036,0.897117555141449,0.9009245038032532,0.934312343597412,0.8853224515914917,0.6451155181586739,0.0267282525680389,0.03316855772521,0.0351508968820337,0.0347809600140264,Landsat,,,,,,,
1339251616580,2012-06-09 14:20:16.580,0.5770929455757141,0.585326075553894,0.5924104452133179,0.4471572339534759,0.3612601276010277,0.0329200372786811,0.0348607654755994,0.0331374002836792,0.0338624604938077,Landsat,0.344,2012.0,6.0,9.0,14.0,0.15,QAS_L
1340634024290,2012-06-25 14:20:24.290,0.4062798917293548,0.3945420682430267,0.4026983082294464,0.2911972999572754,0.2968168463498354,0.0127645337302785,0.0177046737502682,0.0199833054361343,0.0229416440179459,Landsat,0.255,2012.0,6.0,25.0,14.0,0.41,QAS_L
1340806083997,2012-06-27 14:08:03.997,0.3648642301559448,0.3556400239467621,0.3619956970214844,0.2564581930637359,0.2820006590932608,0.0117847907955386,0.0168843855838486,0.0182937392126599,0.0208105909583408,Landsat,0.253,2012.0,6.0,27.0,14.0,0.29,QAS_L
1340806107871,2012-06-27 14:08:27.871,0.3673182725906372,0.3582930862903595,0.3645341396331787,0.2615492641925812,0.2874738831728697,0.0122921762491659,0.0183131465868909,0.0190493650483718,0.0210405047961149,Landsat,0.253,2012.0,6.0,27.0,14.0,0.29,QAS_L
1342188499239,2012-07-13 14:08:19.239,0.2885467112064361,0.2756001651287079,0.2716913521289825,0.151708498597145,0.2366311307743191,0.0210128997503584,0.0182785279305418,0.0207509275716444,0.0267370717456256,Landsat,0.192,2012.0,7.0,13.0,14.0,0.37,QAS_L
1342793674730,2012-07-20 14:14:34.730,0.2650061249732971,0.2526464462280273,0.2517047524452209,0.1256541758775711,0.2053298436149955,0.0159649283340216,0.0188180885739012,0.0186945450444597,0.0246826051451672,Landsat,0.192,2012.0,7.0,20.0,14.0,0.31,QAS_L
1344953321042,2012-08-14 14:08:41.042,0.2577652037143707,0.2616789042949676,0.2727125585079193,0.1650850474834442,0.1954972776889801,0.021214022608072,0.0202676721351953,0.0172266771665432,0.0287882050226062,Landsat,0.197,2012.0,8.0,14.0,14.0,0.21,QAS_L
1344953344921,2012-08-14 14:09:04.921,0.2584014534950256,0.2629905343055725,0.2737337648868561,0.1675474047660827,0.1985606646895409,0.0253533977656439,0.0231781587857571,0.0192626595539089,0.0263965449707653,Landsat,0.197,2012.0,8.0,14.0,14.0,0.21,QAS_L
