time,datetime,Blue,Green,Red,NIR,visnirAlbedo,std3,std5,std9,std15,satellite,Albedo_theta<70d,Year,MonthOfYear,DayOfMonth,HourOfDay(UTC),CloudCover,Station
1172758213793,2007-03-01 14:10:13.793,0.8005920648574829,0.7644245624542236,0.7438125014305115,0.6680033802986145,0.6794154372513292,0.015964813203177,0.0348368132463577,0.0347841605480014,0.036495777805154,Landsat,,,,,,,
1174140616087,2007-03-17 14:10:16.087,0.9734047651290894,0.9508562684059144,0.9737603664398192,0.931807577610016,0.7341753021061419,0.0198990236011832,0.0202173685818227,0.0234613957560816,0.0244367372361697,Landsat,,,,,,,
1174745787280,2007-03-24 14:16:27.280,0.9696782231330872,0.9819481372833252,0.9856355786323548,0.9299108982086182,0.7537534841954705,0.0170406678700797,0.0249707284797957,0.024089671348183,0.0240098211339006,Landsat,,,,,,,
1187964582541,2007-08-24 14:09:42.541,0.2652788162231445,0.2561640441417694,0.2813199162483215,0.1844178289175033,0.1833658870711923,0.011695466406071,0.0194530851777834,0.0194577676028068,0.0209114841482656,Landsat,,,,,,,
1191506592208,2007-10-04 14:03:12.208,0.6344144344329834,0.6269408464431763,0.6206834316253662,0.5235899090766907,0.5014195393502713,0.0119938673844186,0.0230413690874657,0.0255390970111506,0.02822069181339,Landsat,0.374,2007.0,10.0,4.0,15.0,0.0,QAS_L
1191506616085,2007-10-04 14:03:36.085,0.6285065412521362,0.6209192276000977,0.6159566640853882,0.5256196856498718,0.503983101552725,0.0118442704257269,0.0227825966139785,0.0251770862033534,0.02619762822721,Landsat,0.374,2007.0,10.0,4.0,15.0,0.0,QAS_L
1192111768219,2007-10-11 14:09:28.219,0.3731958270072937,0.359097957611084,0.3492743074893951,0.1768976747989654,0.2326323363810778,0.026280743075806,0.0261411267836769,0.0269278663126857,0.0320328015754623,Landsat,,,,,,,
1193494180287,2007-10-27 14:09:40.287,0.5065621137619019,0.4864760935306549,0.4381489753723144,0.2507681846618652,0.3927976691007615,0.0248732131034181,0.0429966870910385,0.0497684492948325,0.0433308333122349,Landsat,,,,,,,
1213624996996,2008-06-16 14:03:16.996,0.3758316338062286,0.3660735189914703,0.3813695609569549,0.2749923765659332,0.2665470681607722,0.0133333084105042,0.0213563801976071,0.0222390881570553,0.0198251995373583,Landsat,0.189,2008.0,6.0,16.0,14.0,0.25,QAS_L
1213625020872,2008-06-16 14:03:40.872,0.3751348257064819,0.3662225604057312,0.3816321790218353,0.2789188325405121,0.2708795016437768,0.0144602877941048,0.021929003944762,0.0216596691894134,0.019860220103394,Landsat,0.189,2008.0,6.0,16.0,14.0,0.25,QAS_L
1216994941385,2008-07-25 14:09:01.385,0.2815481722354889,0.2795052826404571,0.3021818399429321,0.2083092778921127,0.2033504513964058,0.0196944383362614,0.0166085821692584,0.0160425693931111,0.0154268664558638,Landsat,0.724,2008.0,7.0,25.0,14.0,0.48,QAS_L
